source_url,source_name,source_page_type,extraction_timestamp,runner_id,race_id,race_date,racecourse,race_no,horse_no,horse_name,horse_id_or_brand_no,draw,jockey,trainer,carried_weight,handicap_rating,rating_change,declared_body_weight,body_weight_change,gear,gear_change,odds,finish_position,beaten_margin,race_time,sectional_time,running_position,comments_or_notes,raw_horse,raw_finish_time,raw_running_position
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=6,HKJC,Results,2026-04-27T07:52:39.712178+00:00,2026-03-15-ST-6-12,2026-03-15-ST-6,2026-03-15,ST,6,12,LOOKING BRIGHT,K315,6,M F Poon,F C Lor,118,,,1151,,,,3.5,5,N,0:55.77,,2 2 5,,LOOKING BRIGHT (K315),0:55.77,2 2 5
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=6,HKJC,Results,2026-04-27T07:52:39.712178+00:00,2026-03-15-ST-6-13,2026-03-15-ST-6,2026-03-15,ST,6,13,LUCKY CANDY,L041,2,A Badel,W K Mo,116,,,1184,,,,72,6,1/2,0:55.78,,13 13 6,,LUCKY CANDY (L041),0:55.78,13 13 6
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=6,HKJC,Results,2026-04-27T07:52:39.712178+00:00,2026-03-15-ST-6-6,2026-03-15-ST-6,2026-03-15,ST,6,6,TOGETHER WE VALUE,L170,3,Z Purton,C H Yip,126,,,1125,,,,7.7,7,1/2,0:55.80,,8 7 7,,TOGETHER WE VALUE (L170),0:55.80,8 7 7
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=6,HKJC,Results,2026-04-27T07:52:39.712178+00:00,2026-03-15-ST-6-5,2026-03-15-ST-6,2026-03-15,ST,6,5,THE UNIQUE STAR,L122,12,K Teetan,B Crawford,126,,,1110,,,,5.9,8,1-1/2,0:55.94,,7 6 8,,THE UNIQUE STAR (L122),0:55.94,7 6 8
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=6,HKJC,Results,2026-04-27T07:52:39.712178+00:00,2026-03-15-ST-6-4,2026-03-15-ST-6,2026-03-15,ST,6,4,WHIZZ KID,E392,4,H Bowman,A S Cruz,130,,,1187,,,,37,9,2,0:56.04,,5 5 9,,WHIZZ KID (E392),0:56.04,5 5 9
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=6,HKJC,Results,2026-04-27T07:52:39.712178+00:00,2026-03-15-ST-6-1,2026-03-15-ST-6,2026-03-15,ST,6,1,YOUTHFUL SPIRITS,J082,13,Y L Chung,M Newnham,133,,,1082,,,,35,10,2-1/2,0:56.10,,3 3 10,,YOUTHFUL SPIRITS (J082),0:56.10,3 3 10
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=6,HKJC,Results,2026-04-27T07:52:39.712178+00:00,2026-03-15-ST-6-9,2026-03-15-ST-6,2026-03-15,ST,6,9,TACTICAL ACE,L249,11,M Chadwick,W Y So,121,,,1035,,,,26,11,3,0:56.17,,10 11 11,,TACTICAL ACE (L249),0:56.17,10 11 11
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=6,HKJC,Results,2026-04-27T07:52:39.712178+00:00,2026-03-15-ST-6-11,2026-03-15-ST-6,2026-03-15,ST,6,11,GIANT SPIRIT,L169,10,H T Mo,Y S Tsui,116,,,1153,,,,123,12,3,0:56.18,,4 4 12,,GIANT SPIRIT (L169),0:56.18,4 4 12
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=6,HKJC,Results,2026-04-27T07:52:39.712178+00:00,2026-03-15-ST-6-8,2026-03-15-ST-6,2026-03-15,ST,6,8,MUST GO,J133,8,A Atzeni,J Size,121,,,1195,,,,84,13,3-3/4,0:56.30,,9 8 13,,MUST GO (J133),0:56.30,9 8 13
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=7,HKJC,Results,2026-04-27T07:52:44.127040+00:00,2026-03-15-ST-7-1,2026-03-15-ST-7,2026-03-15,ST,7,1,ENDEARED,H161,9,Z Purton,J Size,135,,,1074,,,,7.9,1,-,1:21.40,,13 14 13 1,,ENDEARED (H161),1:21.40,13 14 13 1
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=7,HKJC,Results,2026-04-27T07:52:44.127040+00:00,2026-03-15-ST-7-12,2026-03-15-ST-7,2026-03-15,ST,7,12,JUST FOLLOW ME,K332,2,K Teetan,B Crawford,121,,,1162,,,,6,2,HD,1:21.42,,7 8 7 2,,JUST FOLLOW ME (K332),1:21.42,7 8 7 2
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=7,HKJC,Results,2026-04-27T07:52:44.127040+00:00,2026-03-15-ST-7-2,2026-03-15-ST-7,2026-03-15,ST,7,2,PAPAYA BROSE,L264,6,H Bowman,C Fownes,135,,,1136,,,,2.7,3,1-1/4,1:21.60,,11 11 9 3,,PAPAYA BROSE (L264),1:21.60,11 11 9 3
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=7,HKJC,Results,2026-04-27T07:52:44.127040+00:00,2026-03-15-ST-7-10,2026-03-15-ST-7,2026-03-15,ST,7,10,THUNDER PRINCE,K017,5,A Badel,J Richards,123,,,1084,,,,10,4,2-1/4,1:21.75,,3 4 4 4,,THUNDER PRINCE (K017),1:21.75,3 4 4 4
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=7,HKJC,Results,2026-04-27T07:52:44.127040+00:00,2026-03-15-ST-7-7,2026-03-15-ST-7,2026-03-15,ST,7,7,CALIFORNIA BAY,K364,14,A Atzeni,A S Cruz,125,,,1065,,,,6.9,5,2-3/4,1:21.85,,6 1 1 5,,CALIFORNIA BAY (K364),1:21.85,6 1 1 5
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=7,HKJC,Results,2026-04-27T07:52:44.127040+00:00,2026-03-15-ST-7-13,2026-03-15-ST-7,2026-03-15,ST,7,13,PROUD BOX,K487,3,H Bentley,W Y So,118,,,1061,,,,18,6,3-1/2,1:21.96,,1 5 5 6,,PROUD BOX (K487),1:21.96,1 5 5 6
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=7,HKJC,Results,2026-04-27T07:52:44.127040+00:00,2026-03-15-ST-7-4,2026-03-15-ST-7,2026-03-15,ST,7,4,LIGHT YEARS GLORY,K204,1,B Avdulla,W K Mo,132,,,1154,,,,8.9,7,3-3/4,1:22.00,,4 7 8 7,,LIGHT YEARS GLORY (K204),1:22.00,4 7 8 7
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=7,HKJC,Results,2026-04-27T07:52:44.127040+00:00,2026-03-15-ST-7-9,2026-03-15-ST-7,2026-03-15,ST,7,9,LAKESHORE HERO,J288,11,J Orman,D J Hall,123,,,1070,,,,33,8,4,1:22.05,,2 2 3 8,,LAKESHORE HERO (J288),1:22.05,2 2 3 8
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=7,HKJC,Results,2026-04-27T07:52:44.127040+00:00,2026-03-15-ST-7-14,2026-03-15-ST-7,2026-03-15,ST,7,14,SUPERB GUY,K323,13,M Chadwick,K W Lui,115,,,1186,,,,36,9,4-1/2,1:22.10,,14 13 14 9,,SUPERB GUY (K323),1:22.10,14 13 14 9
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=7,HKJC,Results,2026-04-27T07:52:44.127040+00:00,2026-03-15-ST-7-6,2026-03-15-ST-7,2026-03-15,ST,7,6,BLOSSOMY,L037,12,M F Poon,K L Man,127,,,1069,,,,30,10,4-1/2,1:22.11,,12 12 11 10,,BLOSSOMY (L037),1:22.11,12 12 11 10
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=7,HKJC,Results,2026-04-27T07:52:44.127040+00:00,2026-03-15-ST-7-11,2026-03-15-ST-7,2026-03-15,ST,7,11,AMAZING FUN,H442,4,R Kingscote,C H Yip,121,,,1158,,,,38,11,6-1/4,1:22.42,,9 10 12 11,,AMAZING FUN (H442),1:22.42,9 10 12 11
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=7,HKJC,Results,2026-04-27T07:52:44.127040+00:00,2026-03-15-ST-7-8,2026-03-15-ST-7,2026-03-15,ST,7,8,KINGDOM OF RICHES,K079,8,Y L Chung,C S Shum,123,,,1191,,,,51,12,6-1/2,1:22.44,,5 3 2 12,,KINGDOM OF RICHES (K079),1:22.44,5 3 2 12
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=7,HKJC,Results,2026-04-27T07:52:44.127040+00:00,2026-03-15-ST-7-3,2026-03-15-ST-7,2026-03-15,ST,7,3,GREY CHARGER,K425,7,C Y Ho,D Eustace,133,,,1038,,,,133,13,9-3/4,1:22.98,,10 9 10 13,,GREY CHARGER (K425),1:22.98,10 9 10 13
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=7,HKJC,Results,2026-04-27T07:52:44.127040+00:00,2026-03-15-ST-7-5,2026-03-15-ST-7,2026-03-15,ST,7,5,NOVA KNIGHT,K518,10,M L Yeung,D A Hayes,131,,,1141,,,,111,14,15-1/4,1:23.84,,8 6 6 14,,NOVA KNIGHT (K518),1:23.84,8 6 6 14
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=8,HKJC,Results,2026-04-27T07:52:48.195293+00:00,2026-03-15-ST-8-8,2026-03-15-ST-8,2026-03-15,ST,8,8,THUNDER BLAZE,L188,3,M F Poon,D J Hall,119,,,956,,,,11,1,-,1:38.49,,5 4 4 1,,THUNDER BLAZE (L188),1:38.49,5 4 4 1
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=8,HKJC,Results,2026-04-27T07:52:48.195293+00:00,2026-03-15-ST-8-7,2026-03-15-ST-8,2026-03-15,ST,8,7,ROMANTIC THOR,K012,2,Z Purton,C S Shum,120,,,1076,,,,2.7,2,SH,1:38.51,,3 3 3 2,,ROMANTIC THOR (K012),1:38.51,3 3 3 2
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=8,HKJC,Results,2026-04-27T07:52:48.195293+00:00,2026-03-15-ST-8-4,2026-03-15-ST-8,2026-03-15,ST,8,4,DEFINITIVE,K037,7,D B McMonagle,D Eustace,124,,,1104,,,,14,3,1/2,1:38.57,,4 5 5 3,,DEFINITIVE (K037),1:38.57,4 5 5 3
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=8,HKJC,Results,2026-04-27T07:52:48.195293+00:00,2026-03-15-ST-8-1,2026-03-15-ST-8,2026-03-15,ST,8,1,TALENTS AMBITION,J136,10,A Atzeni,M Newnham,135,,,1237,,,,11,4,1-1/2,1:38.74,,11 11 11 4,,TALENTS AMBITION (J136),1:38.74,11 11 11 4
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=8,HKJC,Results,2026-04-27T07:52:48.195293+00:00,2026-03-15-ST-8-9,2026-03-15-ST-8,2026-03-15,ST,8,9,THRIVING BROTHERS,J396,8,M Chadwick,C H Yip,115,,,1122,,,,17,5,1-3/4,1:38.76,,2 2 2 5,,THRIVING BROTHERS (J396),1:38.76,2 2 2 5
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=8,HKJC,Results,2026-04-27T07:52:48.195293+00:00,2026-03-15-ST-8-5,2026-03-15-ST-8,2026-03-15,ST,8,5,SKY VINO,K054,12,B Avdulla,C Fownes,123,,,1113,,,,8.1,6,2,1:38.82,,6 8 7 6,,SKY VINO (K054),1:38.82,6 8 7 6
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=8,HKJC,Results,2026-04-27T07:52:48.195293+00:00,2026-03-15-ST-8-3,2026-03-15-ST-8,2026-03-15,ST,8,3,TELECOM FIGHTERS,D482,6,Y L Chung,Y S Tsui,123,,,1132,,,,12,7,2-3/4,1:38.94,,1 1 1 7,,TELECOM FIGHTERS (D482),1:38.94,1 1 1 7
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=8,HKJC,Results,2026-04-27T07:52:48.195293+00:00,2026-03-15-ST-8-11,2026-03-15-ST-8,2026-03-15,ST,8,11,ALLCASH,K190,4,L Hewitson,C S Shum,116,,,1024,,,,9.4,8,3,1:38.95,,9 9 9 8,,ALLCASH (K190),1:38.95,9 9 9 8
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=8,HKJC,Results,2026-04-27T07:52:48.195293+00:00,2026-03-15-ST-8-10,2026-03-15-ST-8,2026-03-15,ST,8,10,STURDY RUBY,H207,1,M L Yeung,K L Man,115,,,1150,,,,47,9,3-3/4,1:39.08,,8 7 8 9,,STURDY RUBY (H207),1:39.08,8 7 8 9
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=8,HKJC,Results,2026-04-27T07:52:48.195293+00:00,2026-03-15-ST-8-6,2026-03-15-ST-8,2026-03-15,ST,8,6,SUPER JOY N FUN,J164,5,C L Chau,C W Chang,121,,,1103,,,,37,10,5,1:39.29,,7 6 6 10,,SUPER JOY N FUN (J164),1:39.29,7 6 6 10
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=8,HKJC,Results,2026-04-27T07:52:48.195293+00:00,2026-03-15-ST-8-2,2026-03-15-ST-8,2026-03-15,ST,8,2,DRAGON AIR FORCE,J279,9,H Bowman,P F Yiu,131,,,1058,,,,6.5,11,6-1/2,1:39.52,,10 10 10 11,,DRAGON AIR FORCE (J279),1:39.52,10 10 10 11
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=8,HKJC,Results,2026-04-27T07:52:48.195293+00:00,2026-03-15-ST-8-12,2026-03-15-ST-8,2026-03-15,ST,8,12,OSI HONOUR,K232,11,K Teetan,B Crawford,115,,,1322,,,,27,12,7,1:39.62,,12 12 12 12,,OSI HONOUR (K232),1:39.62,12 12 12 12
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=9,HKJC,Results,2026-04-27T07:52:52.634495+00:00,2026-03-15-ST-9-5,2026-03-15-ST-9,2026-03-15,ST,9,5,DEVAS TWELVE,H435,3,H Bentley,W Y So,131,,,1125,,,,8.5,1,-,1:20.98,,1 3 2 1,,DEVAS TWELVE (H435),1:20.98,1 3 2 1
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=9,HKJC,Results,2026-04-27T07:52:52.634495+00:00,2026-03-15-ST-9-3,2026-03-15-ST-9,2026-03-15,ST,9,3,HAPPY BOSS,K453,2,L Ferraris,D Eustace,133,,,1090,,,,3.5,2,SH,1:21.00,,4 6 3 2,,HAPPY BOSS (K453),1:21.00,4 6 3 2
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=9,HKJC,Results,2026-04-27T07:52:52.634495+00:00,2026-03-15-ST-9-13,2026-03-15-ST-9,2026-03-15,ST,9,13,PERIDOT,K148,5,A Atzeni,D J Hall,118,,,1096,,,,11,3,1-1/2,1:21.21,,9 8 8 3,,PERIDOT (K148),1:21.21,9 8 8 3
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=9,HKJC,Results,2026-04-27T07:52:52.634495+00:00,2026-03-15-ST-9-10,2026-03-15-ST-9,2026-03-15,ST,9,10,BIG RETURN,K192,8,A Badel,J Richards,122,,,1100,,,,12,4,2-1/4,1:21.35,,2 1 1 4,,BIG RETURN (K192),1:21.35,2 1 1 4
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=9,HKJC,Results,2026-04-27T07:52:52.634495+00:00,2026-03-15-ST-9-9,2026-03-15-ST-9,2026-03-15,ST,9,9,AMAZING DUCK,H392,4,R Kingscote,K H Ting,122,,,1128,,,,7.6,5,2-1/4,1:21.36,,8 9 7 5,,AMAZING DUCK (H392),1:21.36,8 9 7 5
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=9,HKJC,Results,2026-04-27T07:52:52.634495+00:00,2026-03-15-ST-9-14,2026-03-15-ST-9,2026-03-15,ST,9,14,THE ALL ROUNDER,K402,12,M F Poon,P C Ng,117,,,1061,,,,46,6,3-1/4,1:21.50,,14 14 14 6,,THE ALL ROUNDER (K402),1:21.50,14 14 14 6
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=9,HKJC,Results,2026-04-27T07:52:52.634495+00:00,2026-03-15-ST-9-12,2026-03-15-ST-9,2026-03-15,ST,9,12,SPECIAL HEDGE,H354,7,C L Chau,C W Chang,120,,,1075,,,,23,7,4,1:21.63,,10 11 9 7,,SPECIAL HEDGE (H354),1:21.63,10 11 9 7
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=9,HKJC,Results,2026-04-27T07:52:52.634495+00:00,2026-03-15-ST-9-1,2026-03-15-ST-9,2026-03-15,ST,9,1,EIGHTY LIGHT YEARS,H170,1,L Hewitson,B Crawford,135,,,1264,,,,6.5,8,4-1/4,1:21.67,,13 12 11 8,,EIGHTY LIGHT YEARS (H170),1:21.67,13 12 11 8
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=9,HKJC,Results,2026-04-27T07:52:52.634495+00:00,2026-03-15-ST-9-7,2026-03-15-ST-9,2026-03-15,ST,9,7,BRIGHT DAY,J530,13,C Y Ho,K L Man,129,,,1294,,,,29,9,6,1:21.96,,7 4 6 9,,BRIGHT DAY (J530),1:21.96,7 4 6 9
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=9,HKJC,Results,2026-04-27T07:52:52.634495+00:00,2026-03-15-ST-9-11,2026-03-15-ST-9,2026-03-15,ST,9,11,MADE FOR LIFE,L005,11,K Teetan,M Newnham,121,,,1122,,,,28,10,6-1/2,1:22.02,,12 13 12 10,,MADE FOR LIFE (L005),1:22.02,12 13 12 10
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=9,HKJC,Results,2026-04-27T07:52:52.634495+00:00,2026-03-15-ST-9-8,2026-03-15-ST-9,2026-03-15,ST,9,8,SMART FIGHTER,H278,6,J Orman,P F Yiu,123,,,1155,,,,29,11,7-1/2,1:22.20,,3 5 4 11,,SMART FIGHTER (H278),1:22.20,3 5 4 11
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=9,HKJC,Results,2026-04-27T07:52:52.634495+00:00,2026-03-15-ST-9-6,2026-03-15-ST-9,2026-03-15,ST,9,6,FLYING KNIGHT,K370,9,D B McMonagle,W K Mo,129,,,1085,,,,12,12,8-3/4,1:22.40,,6 7 10 12,,FLYING KNIGHT (K370),1:22.40,6 7 10 12
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=9,HKJC,Results,2026-04-27T07:52:52.634495+00:00,2026-03-15-ST-9-4,2026-03-15-ST-9,2026-03-15,ST,9,4,LET'S HAVE FUN,L118,10,Z Purton,D A Hayes,133,,,1301,,,,17,13,9-1/2,1:22.51,,11 10 13 13,,LET'S HAVE FUN (L118),1:22.51,11 10 13 13
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=9,HKJC,Results,2026-04-27T07:52:52.634495+00:00,2026-03-15-ST-9-2,2026-03-15-ST-9,2026-03-15,ST,9,2,RUN RUN SMART,K080,14,K C Leung,F C Lor,135,,,1150,,,,17,14,12-1/2,1:22.97,,5 2 5 14,,RUN RUN SMART (K080),1:22.97,5 2 5 14
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=9,HKJC,Results,2026-04-27T07:52:52.634495+00:00,,2026-03-15-ST-9,2026-03-15,ST,9,,TYCOON EXPRESS,K376,---,C Y Ho,C Fownes,125,,,---,,,,---,WV,---,---,,---,,TYCOON EXPRESS (K376),---,---
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=10,HKJC,Results,2026-04-27T07:52:57.563986+00:00,2026-03-15-ST-10-4,2026-03-15-ST-10,2026-03-15,ST,10,4,SMART GOLF,L004,10,H Bentley,F C Lor,124,,,1227,,,,1.8,1,-,1:08.22,,1 1 1,,SMART GOLF (L004),1:08.22,1 1 1
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=10,HKJC,Results,2026-04-27T07:52:57.563986+00:00,2026-03-15-ST-10-9,2026-03-15-ST-10,2026-03-15,ST,10,9,WUKONG JEWELLERY,K314,3,A Atzeni,J Size,118,,,1145,,,,11,2,N,1:08.27,,7 5 2,,WUKONG JEWELLERY (K314),1:08.27,7 5 2
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=10,HKJC,Results,2026-04-27T07:52:57.563986+00:00,2026-03-15-ST-10-3,2026-03-15-ST-10,2026-03-15,ST,10,3,RED SEA,L195,1,Z Purton,J Richards,127,,,1118,,,,4.9,3,2-1/4,1:08.60,,3 3 3,,RED SEA (L195),1:08.60,3 3 3
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=10,HKJC,Results,2026-04-27T07:52:57.563986+00:00,2026-03-15-ST-10-7,2026-03-15-ST-10,2026-03-15,ST,10,7,THUNDER KIT,L121,6,C Y Ho,K W Lui,119,,,1179,,,,10,4,3-3/4,1:08.82,,8 8 4,,THUNDER KIT (L121),1:08.82,8 8 4
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=10,HKJC,Results,2026-04-27T07:52:57.563986+00:00,2026-03-15-ST-10-1,2026-03-15-ST-10,2026-03-15,ST,10,1,ALL OUT FOR SIX,L193,12,L Ferraris,M Newnham,135,,,1101,,,,20,5,6,1:09.20,,2 2 5,,ALL OUT FOR SIX (L193),1:09.20,2 2 5
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=10,HKJC,Results,2026-04-27T07:52:57.563986+00:00,2026-03-15-ST-10-2,2026-03-15-ST-10,2026-03-15,ST,10,2,HELENE SUPAFEELING,L028,5,D B McMonagle,D Eustace,134,,,1156,,,,10,6,6-1/4,1:09.24,,11 10 6,,HELENE SUPAFEELING (L028),1:09.24,11 10 6
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=10,HKJC,Results,2026-04-27T07:52:57.563986+00:00,2026-03-15-ST-10-5,2026-03-15-ST-10,2026-03-15,ST,10,5,ANODE,K367,9,K C Leung,C S Shum,120,,,1151,,,,40,7,6-3/4,1:09.30,,4 4 7,,ANODE (K367),1:09.30,4 4 7
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=10,HKJC,Results,2026-04-27T07:52:57.563986+00:00,2026-03-15-ST-10-6,2026-03-15-ST-10,2026-03-15,ST,10,6,QUANTUM CLOUD,L221,7,L Hewitson,B Crawford,120,,,1171,,,,28,8,8-1/2,1:09.59,,5 6 8,,QUANTUM CLOUD (L221),1:09.59,5 6 8
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=10,HKJC,Results,2026-04-27T07:52:57.563986+00:00,2026-03-15-ST-10-10,2026-03-15-ST-10,2026-03-15,ST,10,10,CORNERSTONE,K519,2,Y L Chung,C H Yip,115,,,1015,,,,144,9,9,1:09.64,,10 9 9,,CORNERSTONE (K519),1:09.64,10 9 9
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=10,HKJC,Results,2026-04-27T07:52:57.563986+00:00,2026-03-15-ST-10-12,2026-03-15-ST-10,2026-03-15,ST,10,12,LO PAN SPIRIT,J233,8,H T Mo,K H Ting,113,,,1234,,,,101,10,9-1/4,1:09.70,,12 12 10,,LO PAN SPIRIT (J233),1:09.70,12 12 10
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=10,HKJC,Results,2026-04-27T07:52:57.563986+00:00,2026-03-15-ST-10-11,2026-03-15-ST-10,2026-03-15,ST,10,11,E HO HO,L119,4,A Badel,K L Man,117,,,1246,,,,43,11,10-3/4,1:09.94,,6 7 11,,E HO HO (L119),1:09.94,6 7 11
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=10,HKJC,Results,2026-04-27T07:52:57.563986+00:00,2026-03-15-ST-10-8,2026-03-15-ST-10,2026-03-15,ST,10,8,CASA OF HONOR,K310,11,R Kingscote,C W Chang,119,,,1175,,,,43,12,11-1/4,1:10.03,,9 11 12,,CASA OF HONOR (K310),1:10.03,9 11 12
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=11,HKJC,Results,2026-04-27T07:53:01.337726+00:00,2026-03-15-ST-11-7,2026-03-15-ST-11,2026-03-15,ST,11,7,FIT FOR BEAUTY,K489,6,A Atzeni,J Size,124,,,1203,,,,3,1,-,1:21.09,,4 5 5 1,,FIT FOR BEAUTY (K489),1:21.09,4 5 5 1
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=11,HKJC,Results,2026-04-27T07:53:01.337726+00:00,2026-03-15-ST-11-2,2026-03-15-ST-11,2026-03-15,ST,11,2,MIGHTY MASTS,L153,12,Z Purton,W Y So,131,,,1135,,,,6.7,2,SH,1:21.10,,11 12 11 2,,MIGHTY MASTS (L153),1:21.10,11 12 11 2
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=11,HKJC,Results,2026-04-27T07:53:01.337726+00:00,2026-03-15-ST-11-11,2026-03-15-ST-11,2026-03-15,ST,11,11,PACKING GLORY,L013,4,M Chadwick,P F Yiu,121,,,1125,,,,5.1,3,3/4,1:21.23,,3 4 3 3,,PACKING GLORY (L013),1:21.23,3 4 3 3
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/15&Racecourse=ST&RaceNo=11,HKJC,Results,2026-04-27T07:53:01.337726+00:00,2026-03-15-ST-11-12,2026-03-15-ST-11,2026-03-15,ST,11,12,NEVER TOO SOON,E434,2,K Teetan,D J Hall,120,,,1135,,,,16,4,2-3/4,1:21.53,,6 6 6 4,,NEVER TOO SOON (E434),1:21.53,6 6 6 4
