source_url,source_name,source_page_type,extraction_timestamp,runner_id,race_id,race_date,racecourse,race_no,horse_no,horse_name,horse_id_or_brand_no,draw,jockey,trainer,carried_weight,handicap_rating,rating_change,declared_body_weight,body_weight_change,gear,gear_change,odds,finish_position,beaten_margin,race_time,sectional_time,running_position,comments_or_notes,raw_horse,raw_finish_time,raw_running_position
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=4,HKJC,Results,2026-04-27T07:51:21.800591+00:00,2026-03-08-ST-4-9,2026-03-08-ST-4,2026-03-08,ST,4,9,CONRAD THE GREAT,K217,12,R Kingscote,D J Whyte,119,,,1104,,,,16,2,1-1/4,1:09.09,,3 3 2,,CONRAD THE GREAT (K217),1:09.09,3 3 2
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=4,HKJC,Results,2026-04-27T07:51:21.800591+00:00,2026-03-08-ST-4-2,2026-03-08-ST-4,2026-03-08,ST,4,2,FLOWING RICHES,K293,8,M L Yeung,K H Ting,133,,,1122,,,,11,3,1-1/4,1:09.11,,2 2 3,,FLOWING RICHES (K293),1:09.11,2 2 3
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=4,HKJC,Results,2026-04-27T07:51:21.800591+00:00,2026-03-08-ST-4-11,2026-03-08-ST-4,2026-03-08,ST,4,11,WORLD HERO,J413,6,H Bentley,D A Hayes,118,,,1133,,,,11,4,1-1/2,1:09.16,,8 7 4,,WORLD HERO (J413),1:09.16,8 7 4
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=4,HKJC,Results,2026-04-27T07:51:21.800591+00:00,2026-03-08-ST-4-4,2026-03-08-ST-4,2026-03-08,ST,4,4,NATURAL HIGH,J365,4,C L Chau,C H Yip,128,,,1104,,,,18,5,2-3/4,1:09.37,,4 5 5,,NATURAL HIGH (J365),1:09.37,4 5 5
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=4,HKJC,Results,2026-04-27T07:51:21.800591+00:00,2026-03-08-ST-4-8,2026-03-08-ST-4,2026-03-08,ST,4,8,KING DANCE,K157,10,C Y Ho,K W Lui,123,,,1084,,,,7.1,6,3-1/4,1:09.44,,12 12 6,,KING DANCE (K157),1:09.44,12 12 6
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=4,HKJC,Results,2026-04-27T07:51:21.800591+00:00,2026-03-08-ST-4-10,2026-03-08-ST-4,2026-03-08,ST,4,10,SHINYU KOKOROE,K263,3,K Teetan,B Crawford,119,,,1161,,,,12,7,3-3/4,1:09.53,,6 4 7,,SHINYU KOKOROE (K263),1:09.53,6 4 7
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=4,HKJC,Results,2026-04-27T07:51:21.800591+00:00,2026-03-08-ST-4-1,2026-03-08-ST-4,2026-03-08,ST,4,1,FUN N FUN TOGETHER,J232,7,Z Purton,F C Lor,135,,,1187,,,,3.9,8,3-3/4,1:09.53,,1 1 8,,FUN N FUN TOGETHER (J232),1:09.53,1 1 8
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=4,HKJC,Results,2026-04-27T07:51:21.800591+00:00,2026-03-08-ST-4-12,2026-03-08-ST-4,2026-03-08,ST,4,12,GLORY CLOUD,H320,9,A Badel,C Fownes,117,,,1084,,,,21,9,5-1/2,1:09.80,,9 9 9,,GLORY CLOUD (H320),1:09.80,9 9 9
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=4,HKJC,Results,2026-04-27T07:51:21.800591+00:00,2026-03-08-ST-4-3,2026-03-08-ST-4,2026-03-08,ST,4,3,FORZA LEADER,L034,1,B Avdulla,Y S Tsui,132,,,1106,,,,172,10,5-3/4,1:09.82,,10 8 10,,FORZA LEADER (L034),1:09.82,10 8 10
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=4,HKJC,Results,2026-04-27T07:51:21.800591+00:00,2026-03-08-ST-4-5,2026-03-08-ST-4,2026-03-08,ST,4,5,EXTRAORDINARY GALL,K561,11,M F Poon,K L Man,128,,,1217,,,,119,11,5-3/4,1:09.84,,7 10 11,,EXTRAORDINARY GALL (K561),1:09.84,7 10 11
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=4,HKJC,Results,2026-04-27T07:51:21.800591+00:00,2026-03-08-ST-4-7,2026-03-08-ST-4,2026-03-08,ST,4,7,FLYING CHRISTIE,K483,2,J Orman,P C Ng,124,,,1117,,,,194,12,6-3/4,1:09.97,,11 11 12,,FLYING CHRISTIE (K483),1:09.97,11 11 12
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=5,HKJC,Results,2026-04-27T07:51:26.491954+00:00,2026-03-08-ST-5-4,2026-03-08-ST-5,2026-03-08,ST,5,4,THE GOLDEN KNIGHT,K341,4,J Orman,K W Lui,130,,,1158,,,,2.9,1,-,1:34.64,,8 7 6 2,,THE GOLDEN KNIGHT (K341),1:34.64,8 7 6 2
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=5,HKJC,Results,2026-04-27T07:51:26.491954+00:00,2026-03-08-ST-5-3,2026-03-08-ST-5,2026-03-08,ST,5,3,MASTER TRILLION,J442,1,K C Leung,F C Lor,135,,,1091,,,,9.5,2,---,1:34.62,,4 4 3 1,,MASTER TRILLION (J442),1:34.62,4 4 3 1
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=5,HKJC,Results,2026-04-27T07:51:26.491954+00:00,2026-03-08-ST-5-9,2026-03-08-ST-5,2026-03-08,ST,5,9,MEGA MASTERMIND,L044,12,B Avdulla,J Richards,123,,,1212,,,,15,3,1/2,1:34.69,,2 2 2 3,,MEGA MASTERMIND (L044),1:34.69,2 2 2 3
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=5,HKJC,Results,2026-04-27T07:51:26.491954+00:00,2026-03-08-ST-5-13,2026-03-08-ST-5,2026-03-08,ST,5,13,FLYING AMANI,K152,3,K Teetan,D J Hall,118,,,1053,,,,33,4,1-1/4,1:34.83,,12 10 9 4,,FLYING AMANI (K152),1:34.83,12 10 9 4
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=5,HKJC,Results,2026-04-27T07:51:26.491954+00:00,2026-03-08-ST-5-6,2026-03-08-ST-5,2026-03-08,ST,5,6,VICTOR SUPREME,K547,8,D B McMonagle,P F Yiu,126,,,1134,,,,5.6,5,1-3/4,1:34.88,,11 12 11 5,,VICTOR SUPREME (K547),1:34.88,11 12 11 5
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=5,HKJC,Results,2026-04-27T07:51:26.491954+00:00,2026-03-08-ST-5-7,2026-03-08-ST-5,2026-03-08,ST,5,7,LUCKY YEAR,K443,7,M F Poon,C H Yip,125,,,1075,,,,17,6,1-3/4,1:34.88,,7 9 10 6,,LUCKY YEAR (K443),1:34.88,7 9 10 6
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=5,HKJC,Results,2026-04-27T07:51:26.491954+00:00,2026-03-08-ST-5-1,2026-03-08-ST-5,2026-03-08,ST,5,1,ARMOR GOLDEN EAGLE,K566,11,A Atzeni,M Newnham,135,,,1080,,,,17,7,1-3/4,1:34.88,,10 11 12 7,,ARMOR GOLDEN EAGLE (K566),1:34.88,10 11 12 7
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=5,HKJC,Results,2026-04-27T07:51:26.491954+00:00,2026-03-08-ST-5-10,2026-03-08-ST-5,2026-03-08,ST,5,10,EXCELLENT BOY,K435,14,M L Yeung,C W Chang,121,,,1190,,,,111,8,1-3/4,1:34.89,,14 14 13 8,,EXCELLENT BOY (K435),1:34.89,14 14 13 8
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=5,HKJC,Results,2026-04-27T07:51:26.491954+00:00,2026-03-08-ST-5-5,2026-03-08-ST-5,2026-03-08,ST,5,5,BEAUTY VIVA,K155,6,H Bowman,A S Cruz,128,,,1173,,,,5.7,9,1-3/4,1:34.89,,13 13 14 9,,BEAUTY VIVA (K155),1:34.89,13 13 14 9
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=5,HKJC,Results,2026-04-27T07:51:26.491954+00:00,2026-03-08-ST-5-2,2026-03-08-ST-5,2026-03-08,ST,5,2,DANICA'S CHOICE,L096,2,L Hewitson,B Crawford,135,,,1079,,,,27,10,2,1:34.93,,5 6 5 10,,DANICA'S CHOICE (L096),1:34.93,5 6 5 10
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=5,HKJC,Results,2026-04-27T07:51:26.491954+00:00,2026-03-08-ST-5-11,2026-03-08-ST-5,2026-03-08,ST,5,11,SMILING FALCON,K459,9,R Kingscote,K H Ting,121,,,1141,,,,11,11,2-1/4,1:34.99,,9 8 7 11,,SMILING FALCON (K459),1:34.99,9 8 7 11
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=5,HKJC,Results,2026-04-27T07:51:26.491954+00:00,2026-03-08-ST-5-12,2026-03-08-ST-5,2026-03-08,ST,5,12,FRANTANCK,H429,10,Y L Chung,P C Ng,117,,,1175,,,,18,12,2-1/2,1:35.02,,1 1 1 12,,FRANTANCK (H429),1:35.02,1 1 1 12
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=5,HKJC,Results,2026-04-27T07:51:26.491954+00:00,2026-03-08-ST-5-14,2026-03-08-ST-5,2026-03-08,ST,5,14,GOLDEN FORTUNE,K500,5,A Badel,K L Man,116,,,1206,,,,84,13,3-3/4,1:35.23,,3 3 4 13,,GOLDEN FORTUNE (K500),1:35.23,3 3 4 13
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=5,HKJC,Results,2026-04-27T07:51:26.491954+00:00,2026-03-08-ST-5-8,2026-03-08-ST-5,2026-03-08,ST,5,8,JUSTIFY YOURSELF,J386,13,C L Chau,W K Mo,121,,,1170,,,,195,14,13-1/2,1:36.77,,6 5 8 14,,JUSTIFY YOURSELF (J386),1:36.77,6 5 8 14
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=6,HKJC,Results,2026-04-27T07:51:31.089549+00:00,2026-03-08-ST-6-2,2026-03-08-ST-6,2026-03-08,ST,6,2,YEE CHEONG GLORY,K074,2,H Bowman,J Richards,134,,,1198,,,,3,1,-,1:09.77,,7 7 1,,YEE CHEONG GLORY (K074),1:09.77,7 7 1
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=6,HKJC,Results,2026-04-27T07:51:31.089549+00:00,2026-03-08-ST-6-1,2026-03-08-ST-6,2026-03-08,ST,6,1,MASTER LUCKY,K582,11,D B McMonagle,J Size,135,,,1107,,,,12,2,1-1/4,1:09.97,,2 2 2,,MASTER LUCKY (K582),1:09.97,2 2 2
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=6,HKJC,Results,2026-04-27T07:51:31.089549+00:00,2026-03-08-ST-6-7,2026-03-08-ST-6,2026-03-08,ST,6,7,CALL ME SUCCESS,K462,8,A Atzeni,D Eustace,128,,,1098,,,,18,3,1-1/2,1:10.00,,6 5 3,,CALL ME SUCCESS (K462),1:10.00,6 5 3
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=6,HKJC,Results,2026-04-27T07:51:31.089549+00:00,2026-03-08-ST-6-12,2026-03-08-ST-6,2026-03-08,ST,6,12,INCREDIBLE MOMENT,K275,10,R Kingscote,M Newnham,123,,,1078,,,,4.8,4,1-1/2,1:10.02,,1 1 4,,INCREDIBLE MOMENT (K275),1:10.02,1 1 4
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=6,HKJC,Results,2026-04-27T07:51:31.089549+00:00,2026-03-08-ST-6-5,2026-03-08-ST-6,2026-03-08,ST,6,5,HEROIC VANGUARD,L180,5,A Badel,C H Yip,129,,,1021,,,,61,5,2-3/4,1:10.22,,5 6 5,,HEROIC VANGUARD (L180),1:10.22,5 6 5
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=6,HKJC,Results,2026-04-27T07:51:31.089549+00:00,2026-03-08-ST-6-10,2026-03-08-ST-6,2026-03-08,ST,6,10,GOR GOR,K104,7,K Teetan,B Crawford,125,,,1111,,,,12,6,3,1:10.23,,9 8 6,,GOR GOR (K104),1:10.23,9 8 6
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=6,HKJC,Results,2026-04-27T07:51:31.089549+00:00,2026-03-08-ST-6-6,2026-03-08-ST-6,2026-03-08,ST,6,6,LIVE WIRE,L142,6,Z Purton,D J Whyte,129,,,1085,,,,3.4,7,3-1/4,1:10.27,,3 4 7,,LIVE WIRE (L142),1:10.27,3 4 7
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=6,HKJC,Results,2026-04-27T07:51:31.089549+00:00,2026-03-08-ST-6-11,2026-03-08-ST-6,2026-03-08,ST,6,11,STORMY KNIGHT,L062,4,B Avdulla,D A Hayes,125,,,1093,,,,24,8,3-1/4,1:10.30,,10 9 8,,STORMY KNIGHT (L062),1:10.30,10 9 8
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=6,HKJC,Results,2026-04-27T07:51:31.089549+00:00,2026-03-08-ST-6-3,2026-03-08-ST-6,2026-03-08,ST,6,3,BIGTIME GENERATION,K496,9,L Ferraris,P F Yiu,133,,,1080,,,,45,9,3-3/4,1:10.35,,4 3 9,,BIGTIME GENERATION (K496),1:10.35,4 3 9
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=6,HKJC,Results,2026-04-27T07:51:31.089549+00:00,2026-03-08-ST-6-8,2026-03-08-ST-6,2026-03-08,ST,6,8,ILLUMINOUS,J170,1,M F Poon,F C Lor,128,,,1006,,,,23,10,4,1:10.40,,12 12 10,,ILLUMINOUS (J170),1:10.40,12 12 10
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=6,HKJC,Results,2026-04-27T07:51:31.089549+00:00,2026-03-08-ST-6-4,2026-03-08-ST-6,2026-03-08,ST,6,4,POET'S REIGN,L021,12,J Orman,W Y So,131,,,1055,,,,22,11,4-1/2,1:10.50,,11 11 11,,POET'S REIGN (L021),1:10.50,11 11 11
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=6,HKJC,Results,2026-04-27T07:51:31.089549+00:00,2026-03-08-ST-6-9,2026-03-08-ST-6,2026-03-08,ST,6,9,SWEET BRIAR,H044,3,M L Yeung,K H Ting,126,,,1084,,,,98,12,6-1/4,1:10.75,,8 10 12,,SWEET BRIAR (H044),1:10.75,8 10 12
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=7,HKJC,Results,2026-04-27T07:51:33.865700+00:00,2026-03-08-ST-7-6,2026-03-08-ST-7,2026-03-08,ST,7,6,STUNNING PEACH,J301,9,Y L Chung,A S Cruz,123,,,1081,,,,4.1,1,-,1:46.31,,8 8 9 9 1,,STUNNING PEACH (J301),1:46.31,8 8 9 9 1
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=7,HKJC,Results,2026-04-27T07:51:33.865700+00:00,2026-03-08-ST-7-9,2026-03-08-ST-7,2026-03-08,ST,7,9,BEAUTY ALLIANCE,J260,6,M L Yeung,J Size,115,,,1213,,,,12,2,1/2,1:46.39,,4 4 4 4 2,,BEAUTY ALLIANCE (J260),1:46.39,4 4 4 4 2
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=7,HKJC,Results,2026-04-27T07:51:33.865700+00:00,2026-03-08-ST-7-7,2026-03-08-ST-7,2026-03-08,ST,7,7,KA YING GENERATION,J075,5,A Atzeni,P C Ng,118,,,1160,,,,30,3,1-1/2,1:46.54,,6 6 7 8 3,,KA YING GENERATION (J075),1:46.54,6 6 7 8 3
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=7,HKJC,Results,2026-04-27T07:51:33.865700+00:00,2026-03-08-ST-7-10,2026-03-08-ST-7,2026-03-08,ST,7,10,FORTUNE BOY,K098,8,H Bentley,D A Hayes,115,,,1122,,,,4.3,4,2-1/4,1:46.67,,9 9 8 7 4,,FORTUNE BOY (K098),1:46.67,9 9 8 7 4
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=7,HKJC,Results,2026-04-27T07:51:33.865700+00:00,2026-03-08-ST-7-1,2026-03-08-ST-7,2026-03-08,ST,7,1,ENCOUNTERED,G236,10,K Teetan,B Crawford,135,,,1185,,,,18,5,3-1/4,1:46.82,,10 10 10 10 5,,ENCOUNTERED (G236),1:46.82,10 10 10 10 5
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=7,HKJC,Results,2026-04-27T07:51:33.865700+00:00,2026-03-08-ST-7-8,2026-03-08-ST-7,2026-03-08,ST,7,8,PRESTIGE GOOD,K131,1,A Badel,P F Yiu,115,,,1123,,,,3.7,6,4-3/4,1:47.08,,5 3 1 1 6,,PRESTIGE GOOD (K131),1:47.08,5 3 1 1 6
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=7,HKJC,Results,2026-04-27T07:51:33.865700+00:00,2026-03-08-ST-7-3,2026-03-08-ST-7,2026-03-08,ST,7,3,SOLEIL FIGHTER,J127,3,H Bowman,D A Hayes,131,,,1115,,,,10,7,6-3/4,1:47.41,,1 1 2 2 7,,SOLEIL FIGHTER (J127),1:47.41,1 1 2 2 7
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=7,HKJC,Results,2026-04-27T07:51:33.865700+00:00,2026-03-08-ST-7-5,2026-03-08-ST-7,2026-03-08,ST,7,5,PACKING ANGEL,J454,4,L Hewitson,K W Lui,125,,,1103,,,,8.5,8,7-1/2,1:47.51,,7 7 5 5 8,,PACKING ANGEL (J454),1:47.51,7 7 5 5 8
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=7,HKJC,Results,2026-04-27T07:51:33.865700+00:00,2026-03-08-ST-7-4,2026-03-08-ST-7,2026-03-08,ST,7,4,SWORD POINT,G448,7,M F Poon,F C Lor,127,,,1141,,,,70,9,9,1:47.73,,3 2 3 3 9,,SWORD POINT (G448),1:47.73,3 2 3 3 9
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=7,HKJC,Results,2026-04-27T07:51:33.865700+00:00,2026-03-08-ST-7-2,2026-03-08-ST-7,2026-03-08,ST,7,2,CALIFORNIATOTALITY,H418,2,B Avdulla,A S Cruz,131,,,1105,,,,13,10,12-3/4,1:48.36,,2 5 6 6 10,,CALIFORNIATOTALITY (H418),1:48.36,2 5 6 6 10
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=8,HKJC,Results,2026-04-27T07:51:38.351771+00:00,2026-03-08-ST-8-2,2026-03-08-ST-8,2026-03-08,ST,8,2,MAGNIFIQUE,K141,3,J Orman,D J Hall,132,,,1305,,,,3.9,1,-,1:07.77,,3 3 1,,MAGNIFIQUE (K141),1:07.77,3 3 1
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=8,HKJC,Results,2026-04-27T07:51:38.351771+00:00,2026-03-08-ST-8-6,2026-03-08-ST-8,2026-03-08,ST,8,6,VICTORY SKY,J540,1,Z Purton,P F Yiu,127,,,1155,,,,5.9,2,1/2,1:07.88,,2 2 2,,VICTORY SKY (J540),1:07.88,2 2 2
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=8,HKJC,Results,2026-04-27T07:51:38.351771+00:00,2026-03-08-ST-8-7,2026-03-08-ST-8,2026-03-08,ST,8,7,BLAZING WIND,J157,6,C L Chau,C S Shum,120,,,1280,,,,14,3,2-1/4,1:08.13,,7 7 3,,BLAZING WIND (J157),1:08.13,7 7 3
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=8,HKJC,Results,2026-04-27T07:51:38.351771+00:00,2026-03-08-ST-8-10,2026-03-08-ST-8,2026-03-08,ST,8,10,SUPREME SEA,L088,4,L Hewitson,M Newnham,116,,,1180,,,,4,4,2-1/2,1:08.17,,1 1 4,,SUPREME SEA (L088),1:08.17,1 1 4
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=8,HKJC,Results,2026-04-27T07:51:38.351771+00:00,2026-03-08-ST-8-12,2026-03-08-ST-8,2026-03-08,ST,8,12,PI LEGEND,L117,2,A Badel,C H Yip,115,,,1176,,,,20,5,2-1/2,1:08.18,,4 4 5,,PI LEGEND (L117),1:08.18,4 4 5
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=8,HKJC,Results,2026-04-27T07:51:38.351771+00:00,2026-03-08-ST-8-8,2026-03-08-ST-8,2026-03-08,ST,8,8,GUMMY GUMMY,H089,5,R Kingscote,C W Chang,119,,,1225,,,,13,6,5,1:08.57,,5 5 6,,GUMMY GUMMY (H089),1:08.57,5 5 6
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=8,HKJC,Results,2026-04-27T07:51:38.351771+00:00,2026-03-08-ST-8-5,2026-03-08-ST-8,2026-03-08,ST,8,5,AURORA PATCH,K097,7,D B McMonagle,K L Man,128,,,1255,,,,6.2,7,5-1/2,1:08.66,,6 6 7,,AURORA PATCH (K097),1:08.66,6 6 7
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=8,HKJC,Results,2026-04-27T07:51:38.351771+00:00,2026-03-08-ST-8-3,2026-03-08-ST-8,2026-03-08,ST,8,3,MASTEROFMYUNIVERSE,J325,8,A Atzeni,J Size,131,,,981,,,,47,8,7,1:08.91,,9 8 8,,MASTEROFMYUNIVERSE (J325),1:08.91,9 8 8
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=8,HKJC,Results,2026-04-27T07:51:38.351771+00:00,2026-03-08-ST-8-4,2026-03-08-ST-8,2026-03-08,ST,8,4,SWIFT ASCEND,H395,12,H Bowman,D Eustace,131,,,1038,,,,11,9,7-3/4,1:09.02,,12 11 9,,SWIFT ASCEND (H395),1:09.02,12 11 9
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=8,HKJC,Results,2026-04-27T07:51:38.351771+00:00,2026-03-08-ST-8-1,2026-03-08-ST-8,2026-03-08,ST,8,1,CAPITAL DELIGHT,H262,10,C Y Ho,C Fownes,135,,,1174,,,,37,10,8-1/2,1:09.14,,11 9 10,,CAPITAL DELIGHT (H262),1:09.14,11 9 10
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=8,HKJC,Results,2026-04-27T07:51:38.351771+00:00,2026-03-08-ST-8-11,2026-03-08-ST-8,2026-03-08,ST,8,11,LIGHTNESS OF BEING,K159,9,Y L Chung,A S Cruz,113,,,1012,,,,162,11,9-1/4,1:09.27,,8 10 11,,LIGHTNESS OF BEING (K159),1:09.27,8 10 11
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=8,HKJC,Results,2026-04-27T07:51:38.351771+00:00,2026-03-08-ST-8-9,2026-03-08-ST-8,2026-03-08,ST,8,9,PUBLIC ATTENTION,L035,11,L Ferraris,D A Hayes,133,,,1188,,,,21,12,12-3/4,1:09.82,,10 12 12,,PUBLIC ATTENTION (L035),1:09.82,10 12 12
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=8,HKJC,Results,2026-04-27T07:51:38.351771+00:00,,2026-03-08-ST-8,2026-03-08,ST,8,,HERBAL STAR,L053,---,H Bentley,Y S Tsui,116,,,---,,,,---,WV,---,---,,---,,HERBAL STAR (L053),---,---
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=9,HKJC,Results,2026-04-27T07:51:42.288114+00:00,2026-03-08-ST-9-9,2026-03-08-ST-9,2026-03-08,ST,9,9,ENDUED,K033,14,A Atzeni,J Size,122,,,1156,,,,12,1,-,1:34.55,,3 2 2 1,,ENDUED (K033),1:34.55,3 2 2 1
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=9,HKJC,Results,2026-04-27T07:51:42.288114+00:00,2026-03-08-ST-9-7,2026-03-08-ST-9,2026-03-08,ST,9,7,SMART AVENUE,K474,9,C L Chau,C H Yip,122,,,1134,,,,5.3,2,HD,1:34.57,,11 11 11 2,,SMART AVENUE (K474),1:34.57,11 11 11 2
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=9,HKJC,Results,2026-04-27T07:51:42.288114+00:00,2026-03-08-ST-9-6,2026-03-08-ST-9,2026-03-08,ST,9,6,THE RED HARE,K312,7,Z Purton,F C Lor,125,,,1150,,,,2.9,3,1/2,1:34.65,,2 5 4 3,,THE RED HARE (K312),1:34.65,2 5 4 3
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=9,HKJC,Results,2026-04-27T07:51:42.288114+00:00,2026-03-08-ST-9-3,2026-03-08-ST-9,2026-03-08,ST,9,3,GLITTERING LEGEND,L109,2,D B McMonagle,D Eustace,132,,,1011,,,,50,4,2-1/2,1:34.94,,4 4 3 4,,GLITTERING LEGEND (L109),1:34.94,4 4 3 4
https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/08&Racecourse=ST&RaceNo=9,HKJC,Results,2026-04-27T07:51:42.288114+00:00,2026-03-08-ST-9-1,2026-03-08-ST-9,2026-03-08,ST,9,1,THE BOOM BOX,K076,1,J Orman,W Y So,135,,,1097,,,,24,5,2-3/4,1:34.98,,7 8 8 5,,THE BOOM BOX (K076),1:34.98,7 8 8 5
