race_id,runner_id,race_date,horse_name,target_win,market_odds,draw_num,carried_weight_num,handicap_rating_num,source_url_runner,source_name_runner,source_page_type_runner,extraction_timestamp_runner,source_url_race,source_name_race,source_page_type_race,extraction_timestamp_race,market_implied_prob,market_prob,market_log_prob,fundamental_score,fundamental_prob,blended_prob,calibrated_prob,edge,edge_haircut,expected_value,expected_value_haircut,fractional_kelly_25
2026-03-01-ST-4,2026-03-01-ST-4-3,2026-03-01,GOLD PATCH,0,1.6,13.0,135,,https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/01&Racecourse=ST&RaceNo=4,HKJC,Results,2026-04-27T07:50:11.343328+00:00,https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/01&Racecourse=ST&RaceNo=4,HKJC,Results,2026-04-27T07:50:11.343328+00:00,0.625,0.5008856281084577,-0.6913774911674307,-3.0900000000000003,0.05148107374286745,0.3211238063622216,0.3219793810115719,-0.1789062470968858,-0.12523437296782006,-0.484832990381485,-0.33938309326703947,0.0
2026-03-01-ST-4,2026-03-01-ST-4-6,2026-03-01,DAILY ACCLAIM,0,20.0,8.0,129,,https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/01&Racecourse=ST&RaceNo=4,HKJC,Results,2026-04-27T07:50:11.343328+00:00,https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/01&Racecourse=ST&RaceNo=4,HKJC,Results,2026-04-27T07:50:11.343328+00:00,0.05,0.04007085024867662,-3.217106135475686,-2.8200000000000003,0.06743837648873316,0.05101786074469923,0.04381701931810793,0.0037461690694313085,0.0026223183486019158,-0.1236596136378415,-0.08656172954648905,0.0
2026-03-01-ST-4,2026-03-01-ST-4-9,2026-03-01,PRECISION HOPE,0,81.0,11.0,126,,https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/01&Racecourse=ST&RaceNo=4,HKJC,Results,2026-04-27T07:50:11.343328+00:00,https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/01&Racecourse=ST&RaceNo=4,HKJC,Results,2026-04-27T07:50:11.343328+00:00,0.012345679012345678,0.00989403709843867,-4.615823016594134,-2.85,0.06544527125325383,0.03211453076036473,0.026549604996629533,0.016655567898190865,0.011658897528733605,1.150518004726992,0.8053626033088944,0.002516758135340295
2026-03-01-ST-4,2026-03-01-ST-4-14,2026-03-01,ALWAYS FLUKE,0,15.0,12.0,117,,https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/01&Racecourse=ST&RaceNo=4,HKJC,Results,2026-04-27T07:50:11.343328+00:00,https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/01&Racecourse=ST&RaceNo=4,HKJC,Results,2026-04-27T07:50:11.343328+00:00,0.06666666666666667,0.05342780033156882,-2.9294240630239052,-2.6999999999999997,0.07603655716667128,0.0624713030656098,0.0545729164520852,0.0011451161205163832,0.0008015812843614682,-0.18140625321872195,-0.12698437725310535,0.0
2026-03-01-ST-4,2026-03-01-ST-4-5,2026-03-01,BEST FARM,0,55.0,1.0,127,,https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/01&Racecourse=ST&RaceNo=4,HKJC,Results,2026-04-27T07:50:11.343328+00:00,https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/01&Racecourse=ST&RaceNo=4,HKJC,Results,2026-04-27T07:50:11.343328+00:00,0.01818181818181818,0.01457121827224604,-4.228707047154166,-2.57,0.08659258947169043,0.043379766752023804,0.03675854828229694,0.022187330010050896,0.015531131007035626,1.0217201555263316,0.715204108868432,0.003311130133650148
2026-03-01-ST-4,2026-03-01-ST-4-2,2026-03-01,FIND MY LOVE,0,24.0,9.0,135,,https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/01&Racecourse=ST&RaceNo=4,HKJC,Results,2026-04-27T07:50:11.343328+00:00,https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/01&Racecourse=ST&RaceNo=4,HKJC,Results,2026-04-27T07:50:11.343328+00:00,0.041666666666666664,0.03339237520723051,-3.399427692269641,-2.97,0.05804474856100872,0.0432533245487418,0.036642560422954246,0.003250185215723733,0.002275129651006613,-0.1205785498490981,-0.08440498489436866,0.0
2026-03-01-ST-4,2026-03-01-ST-4-10,2026-03-01,VICTORY CHAMPION,0,6.9,2.0,124,,https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/01&Racecourse=ST&RaceNo=4,HKJC,Results,2026-04-27T07:50:11.343328+00:00,https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/01&Racecourse=ST&RaceNo=4,HKJC,Results,2026-04-27T07:50:11.343328+00:00,0.14492753623188406,0.1161473920251496,-2.152895273524909,-2.54,0.08922972642787895,0.10538032578624135,0.09625802345578216,-0.019889368569367447,-0.013922557998557211,-0.3358196381551031,-0.23507374670857215,0.0
2026-03-01-ST-4,2026-03-01-ST-4-13,2026-03-01,SUPER MASTERMIND,0,229.0,4.0,123,,https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/01&Racecourse=ST&RaceNo=4,HKJC,Results,2026-04-27T07:50:11.343328+00:00,https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/01&Racecourse=ST&RaceNo=4,HKJC,Results,2026-04-27T07:50:11.343328+00:00,0.004366812227074236,0.003499637576303634,-5.655095865475935,-2.58,0.08573097881035704,0.036392174069924996,0.03039487878953279,0.026895241213229157,0.01882666884926041,5.960427242803009,4.172299069962106,0.004574889331098801
2026-03-01-ST-4,2026-03-01-ST-4-4,2026-03-01,MOTOR,0,32.0,14.0,134,,https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/01&Racecourse=ST&RaceNo=4,HKJC,Results,2026-04-27T07:50:11.343328+00:00,https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/01&Racecourse=ST&RaceNo=4,HKJC,Results,2026-04-27T07:50:11.343328+00:00,0.03125,0.025044281405422884,-3.6871097647214217,-3.1,0.05096882850035459,0.035414100243395565,0.02951207848753299,0.004467797082110106,0.003127457957477074,-0.05561348839894431,-0.03892944187926101,0.0
2026-03-01-ST-4,2026-03-01-ST-4-8,2026-03-01,GLACIATED,0,6.8,3.0,126,,https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/01&Racecourse=ST&RaceNo=4,HKJC,Results,2026-04-27T07:50:11.343328+00:00,https://racing.hkjc.com/en-us/local/information/localresults?racedate=2026/03/01&Racecourse=ST&RaceNo=4,HKJC,Results,2026-04-27T07:50:11.343328+00:00,0.14705882352941177,0.1178554419078724,-2.1382964741037562,-2.61,0.08319724547325281,0.10399216333402456,0.09488151587049007,-0.022973926037382325,-0.016081748226167626,-0.3548056920806675,-0.2483639844564672,0.0
